FeatureID,FeatureName,WTY_ClusterD Average,WTY_ClusterD Log2 Fold Change,WTY_ClusterD P-Value,WTY_ClusterCp Average,WTY_ClusterCp Log2 Fold Change,WTY_ClusterCp P-Value,WTY_ClusterC Average,WTY_ClusterC Log2 Fold Change,WTY_ClusterC P-Value,WTY_ClusterB Average,WTY_ClusterB Log2 Fold Change,WTY_ClusterB P-Value,WTY_ClusterA Average,WTY_ClusterA Log2 Fold Change,WTY_ClusterA P-Value
ENSMUSG00000008193,Spib,4.927431344,1.978245457,1.21E-20,0.774719471,-1.981209664,6.58E-11,1.055635229,-1.359068131,0.005543426,1.763470894,-0.674873178,0.034742775,1.186774994,-1.164601408,0.049718144
ENSMUSG00000001525,Tubb5,1.856201367,-2.269918245,3.13E-20,8.103138004,0.440654183,0.177194288,2.332502207,-1.561380274,0.001260775,14.10631406,1.870743103,1.97E-16,2.593504168,-1.382467601,0.016061187
ENSMUSG00000037894,H2afz,2.523137386,-2.262204828,3.88E-20,13.38044151,0.858101731,0.001558595,1.893100741,-2.318897133,1.26E-06,17.46498794,1.599212139,6.24E-12,3.31593145,-1.466438474,0.009748595
ENSMUSG00000049539,Hist1h1a,0.122167719,-2.407872459,4.47E-20,0.580299425,0.434780653,0.218757418,0.111764136,-2.153693246,5.09E-05,1.085168147,2.101422186,6.70E-19,0.074295634,-2.717574975,1.41E-05
ENSMUSG00000003038,Hmgn2,1.839995445,-2.262027188,5.39E-20,8.399867075,0.541192381,0.077004721,1.99338226,-1.775137132,0.000219245,13.73839149,1.829936358,1.31E-15,2.292411336,-1.545360485,0.006215423
ENSMUSG00000034634,Ly6d,13.73950529,1.95184303,6.01E-20,1.276724529,-2.791226099,8.53E-19,0.838996527,-3.220133498,7.90E-11,2.10843463,-2.070354779,4.49E-13,18.6257199,1.581289156,1.55E-05
ENSMUSG00000020455,Trim11,1.094730804,1.947930214,1.06E-19,0.199683532,-1.758826526,1.67E-08,0.357492133,-0.727659749,0.315366398,0.344673118,-0.906538888,0.002674979,0.233640217,-1.350194073,0.035002459
ENSMUSG00000073409,H2-Q6,1.759173604,1.944371144,1.16E-19,0.223369223,-2.319548309,2.00E-13,0.876506408,-0.071834748,1,0.597801521,-0.777505822,0.012420633,0.141748249,-2.780932559,2.63E-06
ENSMUSG00000022498,Txndc11,1.486373918,1.937010788,1.38E-19,0.317454051,-1.514898441,5.81E-07,0.293954988,-1.490100311,0.004214528,0.509162987,-0.766393389,0.013776506,0.310868573,-1.385418452,0.028227224
ENSMUSG00000015217,Hmgb3,0.174317545,-2.255656535,2.08E-19,0.790838899,0.535109163,0.086082482,0.303141081,-1.057434642,0.06754338,1.29296012,1.818742725,4.12E-15,0.08993682,-2.821237353,2.25E-06
ENSMUSG00000038421,Fcrla,4.28937511,1.912445793,2.65E-19,0.80498452,-1.728467499,1.02E-08,0.229652334,-3.421305546,4.01E-11,1.960509995,-0.26203791,0.6331709,0.531800327,-2.167882028,0.000190463
ENSMUSG00000005732,Ranbp1,0.239141233,-2.218204129,3.25E-19,1.840575557,1.859672838,5.66E-15,0.25185206,-1.773887377,0.000452192,0.965142854,0.363176988,0.34747465,0.552329384,-0.577871962,0.639279861
ENSMUSG00000040592,Cd79b,13.64704842,1.892204459,4.87E-19,2.463311845,-1.797002562,2.39E-09,6.312377157,-0.209124233,1,4.665874291,-0.787906487,0.010074652,0.583611756,-3.727378673,4.63E-10
ENSMUSG00000105646,Gm30211,7.843250685,1.894509148,8.58E-19,1.477723933,-1.728977646,1.19E-08,0.294720495,-3.943316203,1.41E-13,3.944850677,-0.09042328,1,0.129039785,-5.101701934,3.49E-15
ENSMUSG00000055148,Klf2,2.418422198,1.882128945,1.35E-18,0.287846937,-2.439927848,9.96E-15,0.344478501,-1.997663836,6.67E-05,0.938405985,-0.570483811,0.094293202,1.19752831,-0.102168103,1
ENSMUSG00000035891,Cerk,1.768315406,1.876128841,1.69E-18,0.281596546,-1.996008555,1.36E-10,0.798424615,-0.251742357,0.977937283,0.608263774,-0.783258365,0.011237564,0.245371107,-2.011472658,0.000636964
ENSMUSG00000058799,Nap1l1,0.296277496,-2.160186387,1.97E-18,1.934989353,1.504345657,9.12E-10,0.306203112,-1.749030965,0.000541897,1.386539162,0.761337126,0.005728271,0.606095961,-0.707531374,0.453113468
ENSMUSG00000026360,Rgs2,1.182408997,1.878660407,2.20E-18,0.171721258,-2.136085013,1.15E-11,0.359023149,-0.863100442,0.176035855,0.469929538,-0.528961241,0.135622293,0.218976605,-1.583764949,0.009843146
ENSMUSG00000032359,Ctsh,0.078536391,-2.390820443,2.22E-18,0.023356723,-3.97649182,5.90E-25,0.008420586,-5.146572542,1.27E-14,0.021215124,-4.170738254,1.00E-30,3.403913122,6.326768307,5.13E-118
ENSMUSG00000021811,Dnajc9,0.218156642,-2.131885743,6.57E-18,1.154019492,1.03199699,9.17E-05,0.191376945,-1.96467619,9.73E-05,1.259829651,1.317799675,5.85E-08,0.329442482,-1.136380771,0.094225365
ENSMUSG00000069833,Ahnak,0.030126393,-2.484049864,7.95E-18,0.030922985,-2.225076232,9.09E-10,0.016075663,-2.965404167,1.30E-06,0.015402762,-3.312312536,8.37E-20,1.296263297,5.700681388,7.49E-88
ENSMUSG00000028066,Pmf1,0.18782248,-2.164345982,8.45E-18,0.485227694,-0.415860707,0.29441524,2.930363783,3.00277358,3.18E-26,0.584433086,-0.085951257,1,0.107533154,-2.58898181,1.97E-05
ENSMUSG00000040466,Blvrb,1.820673,1.811450666,2.85E-17,0.306598109,-1.933042807,2.21E-10,0.14468097,-2.876209672,1.79E-08,0.86081094,-0.242538103,0.691617086,0.475101027,-1.10001644,0.109649018
ENSMUSG00000020798,Spns3,1.073953981,1.817834956,3.03E-17,0.183564104,-1.906595026,1.09E-09,0.248790029,-1.293271274,0.016688376,0.346998063,-0.913408547,0.002448333,0.592409923,0.043734009,1
ENSMUSG00000068220,Lgals1,0.608968682,-2.1060054,3.32E-17,1.492856457,-0.444161953,0.243731796,1.730047584,-0.158239592,1,1.350502512,-0.63709832,0.058358336,11.39460406,3.318783366,1.93E-29
ENSMUSG00000029430,Ran,0.914180212,-2.04500516,5.00E-17,5.421062486,1.438633025,4.41E-09,0.910954259,-1.699661591,0.000380918,4.147411523,0.853416161,0.001249218,1.270846369,-1.18255577,0.046467362
ENSMUSG00000040732,Erg,0.05048768,-2.239550696,7.19E-17,0.115796711,-0.702867148,0.054518731,1.110751789,3.924493927,1.84E-46,0.086894825,-1.209812847,0.000152362,0.005865445,-4.767282895,2.37E-10
ENSMUSG00000002477,Snrpd1,0.384163457,-2.03244177,9.80E-17,2.019205142,1.159933158,5.79E-06,0.447822051,-1.452980464,0.005119226,1.84542521,1.006749489,7.85E-05,0.760552673,-0.638420973,0.546804815
ENSMUSG00000026832,Cytip,2.679379095,1.774004484,1.03E-16,0.482266983,-1.844030651,1.09E-09,1.281460024,-0.19961691,1,0.872145048,-0.919321329,0.002068199,0.742956339,-1.023492182,0.149176687
ENSMUSG00000029204,Rhoh,2.680210168,1.764038257,1.67E-16,0.509900288,-1.761337956,5.53E-09,0.735652977,-1.059466884,0.042793149,1.206646531,-0.353652407,0.422757212,0.28154135,-2.459638585,2.34E-05
ENSMUSG00000004642,Slbp,0.360685647,-2.016053448,2.38E-16,1.899789784,1.18868485,3.47E-06,0.388112445,-1.557443022,0.002551222,1.778583037,1.095440375,1.33E-05,0.445773803,-1.32999263,0.037507341
ENSMUSG00000019802,Sec63,1.472245678,1.753496566,3.49E-16,0.308242949,-1.61429831,1.00E-07,1.023483902,0.393696443,0.58878849,0.424302489,-1.131978831,0.00010369,0.109488303,-2.960017765,6.39E-07
ENSMUSG00000029730,Mcm7,0.273007454,-1.976093928,9.15E-16,1.508646918,1.365373703,4.74E-08,0.245727997,-1.785902692,0.000423931,1.235708345,0.946063322,0.000287918,0.302070406,-1.457051003,0.019188998
ENSMUSG00000035711,Dok3,3.64841012,1.716671499,1.01E-15,0.66681799,-1.842299184,1.09E-09,0.822155356,-1.374681535,0.004969091,1.905292548,-0.099409745,1,0.11828647,-4.180186621,1.27E-11
ENSMUSG00000025498,Irf7,0.03407399,-2.324818711,1.46E-15,0.022698787,-2.72237591,9.22E-13,0.21051464,0.891305308,0.051821518,0.034874177,-2.120803617,7.16E-10,1.024497689,4.359232237,9.43E-47
ENSMUSG00000029223,Uchl1,1.078109346,1.722723293,1.59E-15,0.281596546,-1.273439469,4.89E-05,0.41720174,-0.548091965,0.557224048,0.420815072,-0.626669301,0.058844148,0.027372076,-4.493469859,5.45E-12
ENSMUSG00000021025,Nfkbia,3.294165288,1.700513699,2.26E-15,0.561548253,-1.956683042,1.21E-10,0.73105993,-1.403512496,0.00410919,1.648967345,-0.186749106,0.823246717,0.578723885,-1.729004648,0.003685731
ENSMUSG00000061311,Rag1,0.781624081,1.724583358,2.34E-15,0.102309026,-2.349572619,3.05E-13,1.012001286,1.462265617,1.88E-05,0.125547038,-2.079369582,2.84E-12,0.017596334,-4.639508167,5.58E-12
ENSMUSG00000031785,Adgrg1,0.215247886,-1.953076711,5.12E-15,0.560890317,-0.169837692,0.858961861,2.913522612,2.96967349,1.12E-25,0.509453605,-0.353908884,0.444456263,0.082116227,-2.988329012,9.93E-07
ENSMUSG00000038393,Txnip,2.01431299,1.679559069,6.67E-15,0.239488652,-2.515293817,2.21E-15,1.740764692,0.725812902,0.111348287,0.515847204,-1.357088548,2.26E-06,0.744911487,-0.62418765,0.57376088
ENSMUSG00000076437,Selenoh,0.419899593,-1.894045891,8.28E-15,1.785637913,0.868799194,0.001372662,0.501407596,-1.290662443,0.015587634,2.04885791,1.257393782,2.40E-07,0.607073535,-0.98538598,0.176056147
ENSMUSG00000006782,Cnp,8.42728718,1.659277835,8.87E-15,1.799454566,-1.621508338,6.83E-08,1.508050327,-1.741425938,0.000241708,4.093937785,-0.26193998,0.631221644,1.931686481,-1.351603438,0.017820099
ENSMUSG00000030538,Cib1,1.38872285,1.658414336,1.54E-14,0.403972616,-1.125308628,0.000239433,0.319982252,-1.36119664,0.010171494,0.422268162,-1.08206224,0.000227386,0.758597525,-0.033088419,1
ENSMUSG00000030785,Cox6a2,0.267397712,-2.048510186,1.72E-14,0.088163405,-3.524009452,7.55E-22,0.054351052,-4.015036369,1.79E-11,0.136299909,-2.926284435,6.31E-19,8.742445447,5.714630953,5.90E-96
ENSMUSG00000060803,Gstp1,0.288590072,-1.844264499,4.93E-14,1.514568341,1.436996744,6.48E-09,1.269977408,0.819114095,0.057883972,0.606520065,-0.449722014,0.242091687,0.766418118,-0.011807732,1
ENSMUSG00000071076,Jund,2.779523382,1.606399393,8.61E-14,0.496412603,-1.921552462,2.46E-10,1.495802203,-0.079664463,1,1.097083491,-0.659442385,0.040960807,0.784992027,-1.059145627,0.128407939
ENSMUSG00000030468,Siglecg,2.920390242,1.589854051,1.45E-13,0.638855716,-1.611159513,8.73E-08,0.876506408,-0.990785181,0.062560327,1.452800098,-0.251016902,0.663294538,0.4496841,-1.964590654,0.000780464
ENSMUSG00000027346,Gpcpd1,1.001442869,1.603346323,1.47E-13,0.212513282,-1.652111381,1.12E-07,0.349071548,-0.755240864,0.283183512,0.360657116,-0.819110024,0.00782864,0.547441513,-0.05334318,1
ENSMUSG00000032388,Spg21,1.171397281,1.594764442,2.48E-13,0.326336185,-1.222058335,7.03E-05,0.398064046,-0.797984391,0.238332195,0.475160664,-0.616360063,0.065827385,0.262967441,-1.402825706,0.027254089
ENSMUSG00000042228,Lyn,2.347573231,1.567906174,3.37E-13,0.513189968,-1.621208149,7.41E-08,0.854306683,-0.705212901,0.262836266,0.926490641,-0.677243581,0.034097705,1.086084859,-0.326807632,0.928343784
ENSMUSG00000029247,Paics,0.289213376,-1.774408386,3.66E-13,1.497790976,1.511182718,7.46E-10,0.51748326,-0.565201948,0.530214343,0.829133563,0.217703457,0.714850789,0.624669869,-0.266632652,1
ENSMUSG00000031766,Slc12a3,1.163709857,1.575588765,3.79E-13,0.157575638,-2.357448761,1.02E-13,0.752494148,0.2023599,0.971193349,0.564380434,-0.304443538,0.544244897,0.034215095,-4.34539628,1.31E-11
ENSMUSG00000030067,Foxp1,4.066232031,1.551248112,5.70E-13,0.94315105,-1.534907017,3.37E-07,1.597614738,-0.594557818,0.388604403,1.802413725,-0.479768492,0.189539841,1.042094023,-1.226572306,0.035953145
ENSMUSG00000025283,Sat1,1.004143856,1.564644909,5.94E-13,0.21119741,-1.682102246,6.51E-08,0.395002015,-0.585188963,0.504409223,0.38971893,-0.707390526,0.026361097,0.479988898,-0.276323837,1
ENSMUSG00000042675,Ypel3,4.362717295,1.542822035,7.34E-13,0.729650864,-2.049389533,1.43E-11,3.690513009,0.629510021,0.200185542,1.388573489,-1.05668879,0.000289944,1.342209281,-0.956596006,0.134504318
ENSMUSG00000062901,Klhl24,1.427159972,1.552397028,7.41E-13,0.279951707,-1.7969545,6.44E-09,0.870382346,0.097885428,1,0.558568071,-0.698710595,0.028048332,0.367567873,-1.216299363,0.064137838
ENSMUSG00000027368,Dusp2,2.734645444,1.550806946,8.02E-13,0.734256415,-1.301122464,1.87E-05,1.815018947,0.233165334,0.907738562,0.999435795,-0.818295471,0.00762718,0.175963343,-3.250921494,4.86E-08
ENSMUSG00000062867,Impdh2,0.295238655,-1.729718053,1.47E-12,1.675762625,1.838425685,1.24E-14,0.330699361,-1.23769644,0.022110082,0.768103753,0.078135009,1,0.451639248,-0.751247665,0.398286445
ENSMUSG00000007050,Lsm2,0.222727543,-1.727178133,1.77E-12,1.020458513,1.272136273,5.39E-07,0.221231749,-1.414752682,0.007120136,0.821286873,0.816838323,0.002611417,0.277631053,-1.055535509,0.133430795
ENSMUSG00000014453,Blk,1.598360994,1.526249771,1.97E-12,0.523059006,-0.989055405,0.001411367,0.28629991,-1.788740977,0.000406529,0.789900114,-0.294210273,0.566933274,0.201380271,-2.280421043,9.81E-05
ENSMUSG00000092341,Malat1,18.14315292,1.508470501,2.92E-12,2.759054013,-2.210313733,4.99E-13,11.01642247,0.070789735,1,6.80569568,-0.793394171,0.009775314,9.75618982,-0.120389006,1
ENSMUSG00000029177,Cenpa,0.513395296,-1.719796782,3.07E-12,0.961573254,-0.505761349,0.160658037,0.285534402,-2.270386043,7.98E-06,3.243589098,2.410119967,8.83E-27,0.435020488,-1.624959754,0.008377854
ENSMUSG00000068105,Tnfrsf13c,1.105326984,1.518642388,3.09E-12,0.23652794,-1.674538424,7.20E-08,0.564944742,-0.19687177,1,0.500735061,-0.45588414,0.23036876,0.21311116,-1.657280304,0.00636873
ENSMUSG00000027985,Lef1,0.2923299,-1.722269257,3.28E-12,0.826696403,0.242437138,0.599386653,3.074279246,2.682922886,2.29E-20,0.569030325,-0.456313984,0.240265664,0.014663612,-5.651134511,1.51E-15
ENSMUSG00000041126,H2afv,1.680637213,-1.678498353,4.00E-12,4.039397188,-0.015528348,1,1.976541089,-1.120178503,0.029573466,9.076004616,1.92958296,1.42E-17,1.274756666,-1.754315828,0.001507331
ENSMUSG00000071072,Ptges3,0.327234962,-1.68440208,4.29E-12,1.583322638,1.473753323,1.98E-09,0.488393964,-0.761689008,0.26749225,0.873016903,0.181029724,0.812474403,0.796722916,0.001597007,1
ENSMUSG00000044786,Zfp36,5.851999968,1.465493888,1.34E-11,1.435616038,-1.482997786,8.82E-07,3.041362411,-0.194950248,1,2.298208277,-0.734280528,0.01885667,2.367684544,-0.57473375,0.527871546
ENSMUSG00000052837,Junb,1.204847966,1.474535609,1.79E-11,0.283899322,-1.541775973,8.08E-07,0.692019033,-0.031459482,1,0.466151502,-0.755242848,0.016612623,0.43795321,-0.730942222,0.437273081
ENSMUSG00000021215,Net1,0.101390896,-1.691606892,3.23E-11,0.157575638,-0.795553825,0.020396871,0.097219488,-1.431060057,0.0093897,0.253709639,0.045205145,1,1.379357098,3.142359349,1.13E-24
ENSMUSG00000063229,Ldha,0.556611088,-1.596741921,5.10E-11,3.222240855,2.14298469,4.06E-20,0.745604578,-0.848448943,0.139702983,0.807337202,-0.841918751,0.006014655,1.25911548,-0.032722653,1
ENSMUSG00000066551,Hmgb1,5.379950549,-1.57363086,6.32E-11,17.18133695,0.663972475,0.020332053,4.853319327,-1.426799764,0.003373838,22.62607555,1.370091069,7.90E-09,4.543764558,-1.504409277,0.007276988
ENSMUSG00000032556,Bfsp2,0.293160973,-1.613334989,6.64E-11,1.16849408,1.100859616,2.96E-05,1.968886011,1.845470624,9.57E-09,0.51177855,-0.535713323,0.137546179,0.020529057,-5.10176844,7.43E-14
ENSMUSG00000030766,Arhgap17,1.062526729,1.417786812,9.04E-11,0.276004092,-1.41173071,5.64E-06,0.182190852,-1.895816236,0.000180085,0.41790889,-0.754030877,0.015980864,0.965843241,0.67370885,0.224735034
ENSMUSG00000025630,Hprt,0.275500673,-1.575965234,9.74E-11,1.044473172,1.03578318,8.06E-05,0.424856818,-0.612954148,0.452677888,0.932012386,0.824327516,0.002215835,0.296204961,-1.143347544,0.089372485
ENSMUSG00000057666,Gapdh,1.011623512,-1.543741071,1.54E-10,4.309808825,1.360954457,3.59E-08,1.671103484,-0.478596613,0.575106061,2.489144397,0.185118618,0.79516924,2.089075916,-0.126322276,1
ENSMUSG00000020476,Dbnl,1.71388013,1.385629596,2.03E-10,0.494109828,-1.259616106,3.30E-05,0.502938612,-1.108824488,0.048142628,0.678883983,-0.75790572,0.014607249,1.254227609,0.310135216,0.824044907
ENSMUSG00000026222,Sp100,1.064396643,1.392997688,2.03E-10,0.176655777,-2.12296781,1.38E-11,0.496049042,-0.39592987,0.815403179,0.378384823,-0.939241298,0.001726782,1.058712783,0.809628218,0.099821337
ENSMUSG00000024610,Cd74,4.888786453,1.41401224,2.76E-10,0.555955798,-2.690734019,6.65E-17,0.156163587,-4.353595095,8.87E-15,1.293831974,-1.419478032,1.42E-06,9.594890089,2.015521344,6.45E-09
ENSMUSG00000015937,H2afy,0.919789954,-1.522246612,2.81E-10,2.922222105,0.716177479,0.0109783,1.715502936,-0.269606049,0.948141003,2.816380427,0.670554033,0.017934724,2.407765083,0.264540265,0.904787954
ENSMUSG00000015749,Anp32e,0.709112969,-1.519577733,3.59E-10,1.478052901,-0.105998928,1,0.683598448,-1.278572117,0.016830292,3.452834161,1.895735905,7.17E-17,0.632490462,-1.374818842,0.028645386
ENSMUSG00000003379,Cd79a,20.32097951,1.360544661,3.69E-10,6.230652557,-1.172262762,0.00010777,16.51506485,0.478049279,0.418878006,8.348587403,-0.707518969,0.024239235,0.46141499,-4.84285733,1.51E-14
ENSMUSG00000031146,Plp2,0.227506212,-1.522767191,4.92E-10,0.608261699,0.362107431,0.320042383,0.25874163,-1.029684556,0.077548603,0.572517742,0.254274746,0.612465146,1.569984053,1.912577826,3.89E-08
ENSMUSG00000011884,Gltp,0.287135694,-1.502518985,7.43E-10,0.583589104,-0.134073485,0.937467987,0.560351695,-0.179600948,1,0.613494901,-0.044236385,1,2.496724329,2.389710272,1.34E-13
ENSMUSG00000021270,Hsp90aa1,0.725111123,-1.480134468,9.29E-10,2.865310653,1.266306897,4.52E-07,0.799190123,-1.041790929,0.048395366,2.072688598,0.573304529,0.056642399,0.916964534,-0.818323217,0.245389636
ENSMUSG00000028459,Cd72,3.214174519,1.32313023,1.39E-09,0.999075597,-1.167340975,0.000122083,1.323562952,-0.620375843,0.353982959,1.764342748,-0.205615393,0.785073098,0.468258008,-2.154973878,0.000206197
ENSMUSG00000090394,4930523C07Rik,1.115507627,1.318415685,2.09E-09,0.349692908,-1.154978493,0.000160898,0.213576671,-1.775335529,0.000470965,0.720151759,0.102336672,1,0.117308896,-2.625636428,8.56E-06
ENSMUSG00000040270,Bach2,1.291902855,1.305223553,3.22E-09,0.390484931,-1.220656505,6.57E-05,0.336057916,-1.324802397,0.013103518,0.842211379,0.113848741,0.976344271,0.079183505,-3.412207818,1.85E-08
ENSMUSG00000029836,Cbx3,0.343025348,-1.412002705,6.44E-09,1.037235877,0.746402676,0.00799157,0.388877952,-0.938118821,0.121528921,1.17700348,1.085679829,1.57E-05,0.32650976,-1.183388376,0.074327496
ENSMUSG00000076431,Sox4,2.517735412,1.273545943,7.16E-09,0.654975145,-1.477068025,1.03E-06,1.823439533,0.247676688,0.880038193,1.270582523,-0.387233203,0.349757105,0.419379302,-1.979185823,0.000747583
ENSMUSG00000032026,Rexo2,0.156865014,-1.454825885,7.69E-09,0.407591263,0.383337593,0.295123078,0.059709607,-2.586226883,9.42E-07,0.155190089,-1.342543445,8.82E-06,1.897471387,3.196502099,4.59E-26
ENSMUSG00000005447,Pafah1b3,6.550724526,1.262803611,7.78E-09,1.596481355,-1.586058183,1.25E-07,2.977825266,-0.49556501,0.539743259,3.99919627,-0.038513041,1,1.509374457,-1.50683926,0.006934452
ENSMUSG00000041133,Smc1a,0.362555561,-1.401988517,8.23E-09,0.90334593,0.361171619,0.317102049,0.440932481,-0.822442095,0.207291126,1.369973928,1.349021699,2.04E-08,0.398850245,-0.958607235,0.196666419
ENSMUSG00000044167,Foxo1,0.979627205,1.270062521,9.22E-09,0.247054914,-1.526941095,8.90E-07,1.071710892,0.937167142,0.019390765,0.372863078,-0.884088657,0.003519766,0.140770675,-2.191325773,0.000206197
ENSMUSG00000034120,Srsf2,0.956357163,-1.386192435,9.22E-09,3.274875724,1.055430659,4.60E-05,0.984443006,-1.063451871,0.041795011,2.735588583,0.69401615,0.013103947,1.340254133,-0.581038539,0.518495851
ENSMUSG00000057098,Ebf1,17.66798698,1.252726571,1.04E-08,5.362835163,-1.240179846,3.99E-05,16.05499468,0.6111108,0.221212787,8.055353696,-0.580537291,0.083018762,0.31477887,-5.238161265,3.69E-16
ENSMUSG00000021457,Syk,1.703076182,1.255185064,1.20E-08,0.432592825,-1.523412083,4.58E-07,0.816796802,-0.414919557,0.685532336,0.947124529,-0.218756669,0.7484635,0.62955774,-0.801947246,0.336072858
ENSMUSG00000003644,Rps6ka1,0.084769438,-1.468099459,1.38E-08,0.079939207,-1.396574371,2.28E-05,0.170708235,-0.096144945,1,0.04388334,-2.372061454,5.08E-14,1.420415211,4.12434602,3.65E-47
ENSMUSG00000028367,Txn1,0.761678331,-1.366711508,1.53E-08,2.274155287,0.775286072,0.005070139,1.896162772,0.336008276,0.700607179,2.005555807,0.537042847,0.081821086,0.993215316,-0.673226089,0.396725075
ENSMUSG00000031353,Rbbp7,0.333468009,-1.36324061,2.19E-08,1.067171959,0.931283156,0.000511447,0.362850688,-0.957803241,0.109922648,1.004085685,0.839993613,0.001713326,0.379298763,-0.874865073,0.271284697
ENSMUSG00000008450,Nutf2,0.338246679,-1.358285828,2.44E-08,1.26224994,1.29746744,2.48E-07,0.412608694,-0.779394543,0.249562156,0.839305198,0.420995927,0.232167958,0.370500595,-0.927249381,0.221648616
ENSMUSG00000029472,Anapc5,0.573440315,-1.349478383,2.51E-08,1.592204772,0.642139255,0.026932192,0.581785913,-1.052991882,0.064459169,1.813166596,0.974078636,0.000143143,1.013744373,-0.192740539,1
ENSMUSG00000006728,Cdk4,0.596502589,-1.345521018,2.77E-08,2.360015916,1.463656954,2.28E-09,0.716515282,-0.792627102,0.178478248,1.258376561,0.106818119,0.993100046,0.896435477,-0.43867529,0.747496441
ENSMUSG00000029687,Ezh2,0.53998963,-1.349821734,2.93E-08,1.345807794,0.421179496,0.209247817,0.651447121,-0.789646987,0.240028885,2.028224022,1.414103267,3.05E-09,0.202357845,-2.504063989,1.88E-05
ENSMUSG00000025980,Hspd1,0.305419298,-1.361293863,2.98E-08,1.550096877,2.158294195,4.27E-20,0.295486003,-1.133723369,0.044217684,0.433021034,-0.644802334,0.052271525,0.320644315,-0.993091863,0.175364178
ENSMUSG00000033767,Tmem131l,1.471414605,1.224448101,3.21E-08,0.43983012,-1.277886006,2.68E-05,0.685129463,-0.475123814,0.674474627,0.922421987,-0.009587069,1,0.137837952,-2.837273743,1.53E-06
ENSMUSG00000050912,Tmem123,1.418641475,1.220958461,3.35E-08,0.452001933,-1.176270769,0.00011392,0.720342821,-0.341874401,0.816720906,0.645753514,-0.599909745,0.072700357,0.805521083,-0.16283721,1
ENSMUSG00000030956,Fam53b,3.221446407,1.214811447,3.44E-08,1.088883842,-1.083449673,0.000379138,2.338626269,0.222600918,0.928112392,1.663207634,-0.378111644,0.365948677,0.13490523,-4.011776429,5.35E-11
